EQ348C;MPES-2220V;18;49;95;18;0.08
EQ372C;TFGC GAS;37;50;54;8;0.1
EQ374C;TFSL-2 220V;25;50;54;7;0.07
EQ376C;SACE2-220V;31;53;89;25;0.15
EQ377C;SCGE-2 220V;31;67;110;37;0.23
EQ395C;CCR1;36;37;77;19;0.1
EQ396C;CCR2;36;61;78;42;0.17
EQ418 C;F1AG;29;28;51;5;0.04
EQ419 C;SSGL-2220V;31;57;66;26;0.12
EQ435C;FH1B-1110V;36;40;56;7;0.08
EQ437C;FH2B-1110V;36;51;62;14;0.11
EQ460C;SASE-2220V;31;47;53;18;0.08
EQ461C;SACL2-220V;31;53;89;24;0.15
EQ462C;SPSE2-220V;31;46;53;26;0.08
EQ471C;CE10-2T220V;37;70;110;71;0.28
EQ472C;CE10-2 220V;31;68;110;58;0.23
EQ729C;CE04-2220V;31;59;63;22;0.12
EQ730C;CE08-2220V;31;68;100;48;0.21
EQ090L;664 220V;11;25;30;3.36;0.01
EQ129;625 220V;41.5;49;49;13.8;0.1
EQ192;793 220V;41.5;49;49;15;0.1
EQ193L;685 GAS;41.5;49;49;12.3;0.1
EQ206;697 220V;41.5;49;49;13.5;0.1
EQ208;696 110V;41.5;49;49;13.5;0.1
EQ316L;648;11;50;33;3.43;0.02
EQ323L;666 220V;11;49.5;31;5.99;0.02
EQ332;890 110V;36;57;49;12.5;0.1
EQ342;891 220V;36;57;49;12.5;0.1
EQ363;766 110V;36;57;49;12.9;0.1
EQ364;767 220V;36;57;49;12.9;0.1
EQ365;792 110V;41.5;49;49;15;0.1
EQ407;624 110V;41.5;49;49;13.8;0.1
EQ475;628 110V;41.5;49;49;15;0.1
EQ476;629 220V;41.5;49;49;15;0.1
EQ548L;676 220V;11;49.5;31;5.1;0.02
EP001;PRP5000STYLE GAS;62;37;21.2;25;0.05
EP016P;PRMQ15 BIVOLT;113;64;55;37;0.4
EP017P;PRMQ22/1 BIVOLT;116;66;68;43;0.52
EP018P;PRMQ15/1 BIV NR;113;64;55;37;0.4
EP019P;PRMQ40/1 BIV NR;130;90;70;88;0.82
EP201;PRP8000 220V;195;115;150;309;3.36
EQ035P;PRR051 BIVOLT;28;65;67.5;50;0.12
EQ054 P;PRPE770 220V;161;90;91;50;1.32
EQ084;PR623N BIVOLT;175;111.5;55;94.9;1.07
EQ086P;PR631N BIVOLT;155;111.5;55;82.3;0.95
EQ220P;PR14E 220V;86;70;70;10;0.42
EQ491;PRP242G4 BIVOLT;175;74;91;133;1.18
EQ492;PR2000BPG;116;95;64;40;0.71
EQ493;PR3000BPAT 220V;116;76;64;30;0.56
EQ494P;PR3000E 220V;113;168;47;119;0.89
EQ496;PR3000BPG GAS;116;105;64;40;0.78
EQ501P;PR700GN;67;24;45;13;0.07
EQ520P;PR310E 110V;27;34;42;5;0.04
