EQ863S         ;DISCO FATIADOR DENTADO EH3 SIE;46;1;METALURGICA SIEMSEM LTDA                ;19563,4
EQ864S         ;DISCO DESFIADOR QUADRADO H2,5 ;46;1;METALURGICA SIEMSEM LTDA                ;20368,8
EQ865S         ;DISCO DESFIADOR QUADRADO H3 SI;46;1;METALURGICA SIEMSEM LTDA                ;901/20              
EQ866S         ;DISCO DESFIADOR QUADRADO H7 SI;46;1;METALURGICA SIEMSEM LTDA                ;12552
EQ867S         ;DISCO FATIADOR DENTADO EH7-S S;46;1;METALURGICA SIEMSEM LTDA                ;39431,9
EQ868S         ;DISCO FATIADOR ONDULADOR W4 SI;46;1;METALURGICA SIEMSEM LTDA                ;9616,4
EQ869S         ;PARAFUSO M3X10 DIN 965 INOX SI;46;1;METALURGICA SIEMSEM LTDA                ;10336-5             
EQ870S         ;PARAFUSO M3X5 DIN 965 INOX SIE;46;1;METALURGICA SIEMSEM LTDA                ;91995
EQ871S         ;LAMINA FATIADORA CURVA SIEMSEN;46;1;METALURGICA SIEMSEM LTDA                ;41817-0             
EQ970S         ;LIQUID BASC 25L LB25PMB-N 1,5CV 220V NR12                             ;46;1;METALURGICA SIEMSEM LTDA                ;47990
EQ971S         ;PICADOR DE CARNE INOX BOCA 10 220V 0,5CV PS10 INM SIEMSEN             ;46;1;METALURGICA SIEMSEM LTDA                ;53394,7
EQ972S         ;CUTTER INOX 4L INOX 220V CR4LN;46;1;METALURGICA SIEMSEM LTDA                ;47501,7
EQ973S         ;LIQUID ALTA ROTACAO 1,5L INOX 220V LIS1,5N SILENZIO                   ;46;1;METALURGICA SIEMSEM LTDA                ;47441
EQ974S         ;BATEDEIRA PLANETARIA 5LT 220V BPS05N INM                              ;46;1;METALURGICA SIEMSEM LTDA                ;47488,6
EQ975S         ;LIQUID BASC 25L LB25MB 1,5CV 220V NR12 SIEMSEN                        ;46;1;METALURGICA SIEMSEM LTDA                ;52671,1
EQ976S         ;LIQUID ALTA ROTACAO 1,5L INOX 110V LIS1,5N SILENZIO                   ;46;1;METALURGICA SIEMSEM LTDA                ;47440,1
